ID,Duration__in_seconds_,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,CRT7,CRT1perf,CRT2perf,CRT3perf,CRT4perf,CRT5perf,CRT6perf,CRT7perf,N1,N2,N3,N1perf,N2perf,N3perf,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,AOT_8,Climatoskepticism_1,Climatoskepticism_2,Climatoskepticism_3,Climatoskepticism_4,Climatoskepticism_5,Climatoskepticism_6,Climatoskepticism_7,Climatoskepticism_8,Climatoskepticism_9,Climatoskepticism_10,Climatoskepticism_11,Climatoskepticism_12,BeliefScience_1,BeliefScience_2,BeliefScience_3,BeliefScience_4,BeliefScience_5,BeliefScience_6,BeliefScience_7,BeliefScience_8,BeliefScience_9,BeliefScience_10,SciLit1,SciLit2,SciLit3,SciLit4,SciLit5,SciLit6,SciLit7,SciLit8,Gender,Gender_3_TEXT,Age,Ethnicity,Education,MaritalStatus,HouseholdIncome,Mturk,TrapQuestion,Completion,CRT,Numtotal,AOT,BeliefInSciencetotal,Literacy,Climato,filter,filter_$,AOTratio,CRTratio,CognitiveReflection,NumeracyLiteracyIndex
242,1311,1O,100,24,Second place,7,June,27,0,0,0,1,0,0,0,100,100,10%,0,0,0,4,3,4,4,3,2,4,3,4,4,4,3,4,4,4,3,3,2,2,3,3,2,3,2,3,2,4,3,3,4,1,0,1,0,1,0,0,0,2,NA,37,3,5,2,1,33734719,1,1,1,0,27,29,3,40,1,1,0.675,0.14285714285714285,0.4089285714285714,3
243,578,10,20,24,Second,7,Emily,27,0,0,0,1,0,1,0,500,10,10,1,1,0,2,2,2,5,3,2,2,2,2,2,1,1,3,2,3,3,4,4,3,3,2,4,2,1,2,2,2,2,2,2,1,1,0,1,1,0,1,1,2,NA,63,1,6,5,2,95129341,1,1,2,2,20,21,6,31,1,1,0.5,0.2857142857142857,0.39285714285714285,8
244,422,0.05,5,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1,1,1,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,NA,46,5,11,2,2,70050532,1,1,6,2,24,49,8,24,1,1,0.6,0.8571428571428571,0.7285714285714285,10
245,403,.10,100,24,1st,8,emily,9,0,0,0,0,1,1,0,500,10,.01,1,1,0,2,5,3,4,2,5,5,5,2,2,1,2,2,3,3,2,1,2,3,4,6,1,5,1,2,2,2,2,4,4,1,1,1,1,1,1,1,1,2,NA,32,1,7,2,3,45066074,1,1,2,2,31,29,8,27,1,1,0.775,0.2857142857142857,0.5303571428571429,10
246,564,10,100,24,First,7,June,9,0,0,0,0,0,0,0,500,1,1,1,0,0,3,3,3,3,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,1,1,1,4,1,6,1,1,1,0,1,1,0,0,2,NA,31,3,5,1,2,71143665,1,1,0,1,26,24,5,12,1,1,0.65,0,0.325,6
247,509,5,5,47,2,8,Emily,0,1,1,1,0,1,1,1,500,10,.1,1,1,0,2,4,4,4,5,4,4,2,5,5,5,5,5,5,5,4,5,4,5,5,3,3,2,2,2,3,3,3,4,3,1,1,1,1,1,1,1,1,2,NA,66,1,7,5,3,25377650,1,1,6,2,29,28,8,58,1,1,0.725,0.8571428571428571,0.7910714285714285,10
248,301,.05,5,47,second,8,Emily,3,1,1,1,1,1,1,0,500,1,.1,1,0,0,5,5,5,5,3,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,3,3,2,3,3,1,1,1,1,1,1,1,1,2,NA,19,1,5,1,2,78758745,1,1,6,1,36,24,8,12,1,1,0.9,0.8571428571428571,0.8785714285714286,9
249,246,.05,5,47,second,8,Emily,9,1,1,1,1,1,1,0,500,10,1,1,1,0,4,5,5,5,3,4,4,5,1,1,1,1,3,2,2,3,2,3,3,3,6,6,5,4,5,4,4,3,5,4,1,1,1,1,1,1,1,1,2,NA,25,6,8,1,2,28266535,1,1,6,2,35,46,8,25,1,1,0.875,0.8571428571428571,0.8660714285714286,10
250,577,.05,100,47,first,8,June,27,1,0,1,0,1,0,0,500,10,1000,1,1,0,3,2,4,3,4,3,4,4,3,3,4,2,3,4,4,4,5,2,3,5,1,2,4,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,NA,69,1,5,5,2,66858532,1,1,3,2,27,18,8,42,1,1,0.675,0.42857142857142855,0.5517857142857143,10
251,472,10,20,24,second place,8,June,27,0,0,0,1,1,0,0,666,10,0.1,0,1,0,3,4,4,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,6,6,5,5,5,6,1,1,1,1,1,1,0,1,1,NA,40,1,8,2,4,96293226,1,1,2,1,35,55,7,12,1,1,0.875,0.2857142857142857,0.5803571428571428,8
252,428,.10,100,24,first,7,emily,9,0,0,0,0,0,1,0,4,50,20,0,0,0,4,3,3,2,3,4,3,4,4,3,3,4,3,3,4,2,3,4,3,3,5,4,5,4,3,5,4,3,5,3,1,1,0,0,1,1,1,0,2,NA,30,5,8,2,2,61177118,1,1,1,0,26,41,5,39,1,1,0.65,0.14285714285714285,0.39642857142857146,5
253,500,0.10,20,24,first,8,June,27,0,0,0,0,1,0,0,300,1,10,0,0,0,3,3,2,4,3,3,3,2,4,4,5,1,5,5,5,5,5,3,3,4,3,3,2,1,1,2,2,2,2,3,1,1,0,0,1,0,1,0,2,NA,36,1,7,2,3,50334261,1,1,1,0,23,21,4,49,1,1,0.575,0.14285714285714285,0.3589285714285714,4
254,260,.10,5,47,2,8,emily,9,0,1,1,0,1,1,0,50,10,1,0,1,0,3,4,4,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,2,NA,39,1,11,2,4,77463753,1,1,4,1,29,42,7,24,1,1,0.725,0.5714285714285714,0.6482142857142856,8
255,753,1.05,5 minutes,47,first,8,Emily,3,0,1,1,0,1,1,0,500,10 people,0.1%,1,1,1,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,2,NA,35,4,8,2,2,25745471,1,1,4,3,24,39,8,21,1,1,0.6,0.5714285714285714,0.5857142857142856,11
256,372,.10,5 minutes,24,First place,8,June,27,0,1,0,0,1,0,0,500,1,1,1,0,0,4,5,5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,5,4,5,5,5,5,6,1,1,1,1,1,1,1,1,2,NA,26,1,9,2,3,38280955,1,1,2,1,36,51,8,12,1,1,0.9,0.2857142857142857,0.5928571428571429,9
257,1505,0.10,5,47,Second,8,June,27,0,1,1,1,1,0,0,500,10,.10,1,1,0,4,5,5,4,2,5,5,5,5,5,4,4,4,4,5,4,5,5,4,5,6,5,6,6,4,6,6,4,5,6,1,1,0,1,1,1,1,0,1,NA,27,2,6,1,2,90082403,1,1,4,2,35,54,6,54,1,1,0.875,0.5714285714285714,0.7232142857142857,8
258,307,10,5,24,second,8,emily,3,0,1,0,1,1,1,0,800,1,1,0,0,0,4,5,4,5,2,4,4,3,1,1,1,1,1,2,2,1,1,2,4,2,4,4,3,3,2,2,3,3,2,4,1,0,1,1,1,1,1,0,2,NA,60,1,5,2,3,4180393,1,1,4,0,31,30,6,19,1,1,0.775,0.5714285714285714,0.6732142857142858,6
259,697,$0.10,5 minutes,47,first,7,I'm not sure,27,0,1,1,0,0,0,0,500,1,0.1,1,0,0,4,5,5,5,4,4,5,4,2,2,2,2,3,3,3,4,3,4,3,4,5,5,5,4,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,NA,23,5,8,1,1,33925933,1,1,2,1,36,38,8,35,1,1,0.9,0.2857142857142857,0.5928571428571429,9
260,533,.05,5 minutes,47,second,8,Emily,"None, it's a hole",1,1,1,1,1,1,1,500,10,0.1%,1,1,1,3,4,4,5,4,4,5,3,1,1,1,1,1,1,1,1,1,2,1,3,6,6,5,4,5,4,3,3,4,5,1,1,1,1,1,1,1,1,2,NA,42,1,7,2,2,6502977,1,1,7,3,32,45,8,15,1,1,0.8,1,0.9,11
261,278,.10,100,24,first,8,june,27,0,0,0,0,1,0,0,500,10,1,1,1,0,3,3,3,2,1,1,2,3,3,3,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,3,3,2,4,4,1,0,0,1,1,0,1,1,2,NA,67,1,5,5,2,47728384,1,1,1,2,18,26,5,19,1,1,0.45,0.14285714285714285,0.29642857142857143,7
262,363,.05,5 minutes,47,second,8,Emily,0,1,1,1,1,1,1,1,500,10,.1%,1,1,1,4,5,5,4,3,5,5,3,1,1,1,1,1,1,1,2,1,1,2,1,6,5,4,4,3,3,3,3,5,6,1,1,1,1,1,1,1,1,2,NA,34,1,8,2,4,72404615,1,1,7,3,34,42,8,14,1,1,0.85,1,0.925,11
264,606,5 cents,5 minutes,47 days,2nd place,8,Emily,none,1,1,1,1,1,1,1,500,10,0.1,1,1,0,2,4,3,4,3,2,4,3,2,2,2,2,2,2,3,2,1,2,4,2,1,2,4,1,2,1,1,1,1,3,1,1,0,1,0,1,1,0,2,NA,18,3,4,1,3,3185603,1,1,7,2,25,17,5,26,1,1,0.625,1,0.8125,7
265,479,.10,100 minutes,47 days,second place,8,Emily,27,0,0,1,1,1,1,0,500,10,.01,1,1,0,2,3,3,4,2,3,4,2,4,4,4,2,4,5,5,2,4,3,4,4,3,3,4,3,2,2,2,1,1,3,1,1,1,1,1,1,0,0,1,NA,42,1,9,2,4,98820078,1,1,4,2,23,24,6,45,1,1,0.575,0.5714285714285714,0.5732142857142857,8
266,367,.10,100,24,First,8,June,27,0,0,0,0,1,0,0,300,10,1,0,1,0,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,1,0,0,1,1,0,1,0,2,NA,35,1,4,5,2,96438935,1,1,1,1,27,29,4,36,1,1,0.675,0.14285714285714285,0.4089285714285714,5
267,445,.10,100,24,First,7,Emily,27,0,0,0,0,0,1,0,333,100,10,0,0,0,2,2,4,5,2,3,4,4,4,4,5,1,1,5,5,5,5,4,3,4,1,2,3,2,2,1,1,2,2,2,1,1,0,1,1,1,1,1,2,NA,58,1,9,2,4,78496109,1,1,1,0,26,18,7,46,1,1,0.65,0.14285714285714285,0.39642857142857146,7
269,859,0.10,500,24,first place,7,Emily,27 cubic feet of dirt,0,0,0,0,0,1,0,5,1,1%,1,0,0,3,4,5,4,2,1,2,5,4,5,2,1,2,2,1,2,2,1,3,2,5,4,5,6,5,4,5,6,5,6,1,0,0,1,1,1,0,0,1,NA,27,1,8,1,3,98821226,1,1,1,1,26,51,4,27,1,1,0.65,0.14285714285714285,0.39642857142857146,5
270,513,.10,10,24,second,8,emily,9,0,0,0,1,1,1,0,500,10,10,1,1,0,3,5,5,4,3,2,5,5,4,4,2,4,3,4,4,4,4,5,5,5,6,6,6,6,6,5,5,5,5,5,1,1,0,1,1,1,1,1,2,NA,31,1,4,2,3,10240069,1,1,3,2,32,55,7,48,1,1,0.8,0.42857142857142855,0.6142857142857143,9
271,645,.10,100 minutes,24,first,7,june,3,0,0,0,0,0,0,0,500,50,1%,1,0,0,3,4,5,5,3,3,5,3,2,1,1,1,1,1,1,1,1,1,1,2,5,4,3,4,4,4,3,4,4,5,1,1,0,0,1,1,1,0,1,NA,36,2,8,2,3,52689431,1,1,0,1,31,40,5,14,1,1,0.775,0,0.3875,6
272,209,0.05,100,24,first,8,June,27,1,0,0,0,1,0,0,500,100,0.01,1,0,0,3,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,4,1,6,5,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,NA,25,1,8,1,4,91052659,1,1,2,1,36,57,8,15,1,1,0.9,0.2857142857142857,0.5928571428571429,9
273,734,.10,5 minutes,47,second,8,march or june,27,0,1,1,1,1,0,0,500,10,.1,1,1,0,4,5,5,5,3,4,5,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,3,2,2,3,1,4,3,4,1,0,1,0,1,0,1,1,1,NA,20,1,3,3,2,4125394,1,1,4,2,32,30,5,15,1,1,0.8,0.5714285714285714,0.6857142857142857,7
274,473,.10,100,24,first,7,Emily,27,0,0,0,0,0,1,0,500,10,10,1,1,0,3,4,5,5,3,3,5,4,2,2,1,2,1,2,3,1,1,2,3,1,6,5,5,4,5,5,5,4,5,5,1,1,0,1,1,1,1,1,2,NA,39,1,5,2,3,92823660,1,1,1,2,32,49,7,21,1,1,0.8,0.14285714285714285,0.4714285714285714,9
275,520,.10,100,24,first,8,Emily,9,0,0,0,0,1,1,0,500,1,1%,1,0,0,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,3,5,4,4,5,3,2,2,1,1,2,1,2,1,2,0,1,1,0,1,1,1,1,2,NA,50,1,7,2,2,3780800,1,1,2,1,18,17,6,45,1,1,0.45,0.2857142857142857,0.3678571428571429,7
278,214,.05,5 minutes,47,second,8,Emily,0,1,1,1,1,1,1,1,500,10,.1%,1,1,1,4,4,5,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,4,5,2,3,5,1,1,0,0,1,1,1,0,2,NA,29,1,8,1,2,4223321,1,1,7,3,32,40,5,14,1,1,0.8,1,0.9,8
279,624,0.05,5 minutes,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1,1,1,0,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,2,2,3,4,3,1,2,3,2,2,1,3,1,1,1,1,1,1,0,0,1,NA,64,5,5,1,1,74598031,1,1,6,2,32,24,6,22,1,1,0.8,0.8571428571428571,0.8285714285714285,8
280,764,0.10,5 minutes,47 days,second,none,June,0.015625,0,1,1,1,0,0,0,6,10,0.1%,0,1,1,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,6,6,6,6,6,1,1,1,1,1,0,1,1,2,NA,39,5,8,2,3,13429168,1,1,3,2,39,54,7,12,1,1,0.975,0.42857142857142855,0.7017857142857142,9
281,823,0.1,100,24,second place,7,june,27,0,0,0,1,0,0,0,6,10,1%,0,1,0,3,5,1,1,3,3,1,3,2,2,2,2,2,2,3,2,4,2,4,4,1,1,6,6,4,5,5,6,6,6,1,0,0,1,1,1,1,0,2,NA,27,1,9,1,2,12404753,1,1,1,1,20,46,5,31,1,1,0.5,0.14285714285714285,0.3214285714285714,6
282,938,$.10,100,24,first,8,emily,9,0,0,0,0,1,1,0,500,1,10,1,0,0,3,4,2,3,4,4,5,2,1,1,1,1,1,1,3,4,1,1,3,2,2,3,3,2,1,3,2,1,2,3,1,0,0,1,1,1,1,1,2,NA,39,1,4,2,3,71648908,1,1,2,1,27,22,6,20,1,1,0.675,0.2857142857142857,0.48035714285714287,7
283,606,10 cents,100,24,first,7,June,27,0,0,0,0,0,0,0,4,10,1,0,1,0,4,2,2,4,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,4,2,5,5,5,5,5,5,1,0,0,1,1,1,0,0,2,NA,57,1,7,4,2,66763968,1,1,0,1,22,42,4,14,1,1,0.55,0,0.275,5
284,414,.05,5 minutes,47 days,Second place,8,Emily,0,1,1,1,1,1,1,1,500,10,0.1,1,1,0,4,5,4,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,2,1,6,6,6,4,4,2,2,2,4,5,1,1,1,1,1,1,1,1,2,NA,47,1,9,2,3,44573915,1,1,7,2,37,41,8,13,1,1,0.925,1,0.9625,10
285,290,0.10,100,47,First,7,Emily,27,0,0,1,0,0,1,0,500,10,0.001,1,1,1,4,5,5,4,4,3,5,4,2,2,2,3,2,4,3,3,2,4,4,5,6,6,6,6,6,5,6,6,6,6,1,1,1,1,1,1,1,1,1,NA,37,1,8,2,3,67643264,1,1,2,3,34,59,8,36,1,1,0.85,0.2857142857142857,0.5678571428571428,11
286,662,0.10,5 minutes,47th day,second place,8,emily,27,0,1,1,1,1,1,0,3500,1,10%,1,0,0,4,4,4,5,2,4,5,5,4,4,4,4,3,2,4,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,1,1,1,0,2,NA,28,3,4,3,3,44086646,1,1,5,1,33,19,5,38,1,1,0.825,0.7142857142857143,0.7696428571428571,6
287,708,.10,5 minutes,47,2nd,8,Emily,27,0,1,1,1,1,1,0,500,10,10,1,1,0,3,4,4,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,NA,59,1,8,5,2,46824997,1,1,5,2,29,50,8,14,1,1,0.725,0.7142857142857143,0.7196428571428571,10
289,197,.10,5,47,second,8,June,27,0,1,1,1,1,0,0,500,10,.1,1,1,0,3,4,4,4,3,4,4,4,4,4,3,3,3,1,5,5,3,3,3,5,4,4,3,3,3,3,3,4,4,5,1,1,1,0,1,1,0,1,1,NA,52,1,8,2,4,38933961,1,1,4,2,30,36,6,42,1,1,0.75,0.5714285714285714,0.6607142857142857,8
290,889,0.05,100 minutes,24,2nd,8,Emily,27,1,0,0,1,1,1,0,500,10,0.1,1,1,0,3,5,4,5,3,4,5,3,2,2,2,2,4,2,3,3,4,3,4,3,3,3,2,1,1,1,1,1,4,5,1,1,1,0,1,1,1,0,2,NA,34,3,8,2,2,655892,1,1,4,2,32,22,6,34,1,1,0.8,0.5714285714285714,0.6857142857142857,8
291,670,05,100,47,2,8,emily,27,1,0,1,0,1,1,0,500,1,1,1,0,0,4,4,4,4,2,2,4,4,2,2,2,4,2,2,4,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,NA,50,1,5,2,2,42709570,1,1,4,1,28,29,8,28,1,1,0.7,0.5714285714285714,0.6357142857142857,9
292,483,0.10,100,24,second,8,June,9,0,0,0,1,1,0,0,500,10,1,1,1,0,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,4,4,2,5,5,5,1,1,1,1,1,1,1,0,2,NA,60,6,5,5,2,37341618,1,1,2,2,31,42,7,12,1,1,0.775,0.2857142857142857,0.5303571428571429,9
293,255,.10,500,24,First,8,June,27,0,0,0,0,1,0,0,500,10,10,1,1,0,3,3,3,5,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,5,1,1,1,0,1,1,1,1,2,NA,54,1,8,5,2,79436412,1,1,1,2,28,42,7,12,1,1,0.7,0.14285714285714285,0.4214285714285714,9
294,2114,.10,1.6 hours,24 days,2nd place,8,June,none,0,0,0,1,1,0,1,"1,000 times",100,"1 in 1,000",0,0,0,3,2,4,5,3,4,5,4,1,1,1,1,1,1,2,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,0,1,0,1,1,0,1,0,2,NA,49,3,7,5,2,9385021,1,1,3,0,30,60,4,14,1,1,0.75,0.42857142857142855,0.5892857142857143,4
295,769,.10,10,24,1st,8,Emily,9,0,0,0,0,1,1,0,500,1,1%,1,0,0,3,3,4,5,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,2,5,1,1,1,0,1,1,1,0,1,NA,42,3,4,1,2,59754662,1,1,2,1,27,22,6,12,1,1,0.675,0.2857142857142857,0.48035714285714287,7
296,477,.10,5 minutes,47 days,First,8,Emily,9,0,1,1,0,1,1,0,500 times,1,1%,1,0,0,3,4,2,5,4,2,4,2,2,2,3,4,3,2,4,4,2,2,2,4,3,3,3,2,4,4,3,3,4,6,1,1,1,1,1,1,1,1,2,NA,25,1,8,1,3,18000467,1,1,4,1,26,35,8,34,1,1,0.65,0.5714285714285714,0.6107142857142858,9
297,423,.10,5 minutes,12,first,8,June,9,0,1,0,0,1,0,0,500,1,.10,1,0,0,2,4,5,4,5,5,4,3,1,1,1,1,1,2,1,1,1,1,2,3,6,6,5,6,6,5,6,5,6,6,1,1,1,1,1,1,0,1,2,NA,36,1,8,5,1,15553961,1,1,2,1,32,57,7,16,1,1,0.8,0.2857142857142857,0.5428571428571429,8
298,372,0.10,100,24,Third,8,June,9,0,0,0,0,1,0,0,500,10,1%,1,1,0,4,5,4,5,2,5,5,4,1,1,1,1,1,5,1,1,1,2,1,1,3,4,2,1,1,3,3,1,3,3,1,1,1,1,1,1,0,0,1,NA,56,1,9,2,3,87758837,1,1,1,2,34,24,6,17,1,1,0.85,0.14285714285714285,0.49642857142857144,8
299,694,$.10,5 minutes,47 days,second place,8,Emily,27,0,1,1,1,1,1,0,500,10,.1,1,1,0,3,5,5,4,2,4,4,3,3,3,2,2,3,4,3,4,3,3,3,4,4,4,3,3,4,4,3,3,4,4,1,1,1,1,1,1,1,1,2,NA,50,1,8,5,2,88148716,1,1,5,2,30,36,8,37,1,1,0.75,0.7142857142857143,0.7321428571428572,10
300,238,.10,100,24,1,7,June,27,0,0,0,0,0,0,0,500,10,.001,1,1,1,3,3,3,3,3,3,2,4,3,2,3,3,3,3,4,4,3,4,3,4,3,1,5,4,4,1,4,4,3,5,1,1,1,1,1,1,1,0,1,NA,19,1,8,1,1,72986809,1,1,0,3,24,34,7,39,1,1,0.6,0,0.3,10
301,291,0.10,10,2,1st,7,emily,9,0,0,0,0,0,1,0,4,2,500,0,0,0,4,4,4,2,2,2,2,4,4,4,5,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,1,0,0,1,NA,21,1,4,1,3,90439794,1,1,1,0,24,50,5,50,1,1,0.6,0.14285714285714285,0.37142857142857144,5
302,466,.10,100,24,1st,8,Emily,3,0,0,0,0,1,1,0,500,10,1,1,1,0,4,5,5,5,2,5,5,4,2,2,2,2,2,2,2,4,2,4,2,2,6,6,6,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,NA,28,1,8,3,2,72065015,1,1,2,2,35,52,8,28,1,1,0.875,0.2857142857142857,0.5803571428571428,10
303,427,0.10,100,24,Second,8,Emily,9,0,0,0,1,1,1,0,500,10,0.5%,1,1,0,4,5,5,4,4,4,5,4,2,2,1,1,2,2,2,3,2,3,2,3,5,4,5,4,4,3,4,4,4,5,1,1,1,1,1,1,1,0,2,NA,25,1,8,1,4,52403470,1,1,3,2,35,42,7,25,1,1,0.875,0.42857142857142855,0.6517857142857143,9
304,207,10,20,24,First,8,June,27,0,0,0,0,1,0,0,500,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,NA,54,1,9,4,2,25427482,1,1,1,1,8,10,5,12,1,1,0.2,0.14285714285714285,0.17142857142857143,6
305,751,10,100,24,2nd,8,Emily,3ft,0,0,0,1,1,1,0,300,1,1,0,0,0,2,2,4,5,1,2,4,2,4,2,2,2,1,2,4,2,4,2,4,4,4,4,2,2,2,2,2,3,3,4,1,1,0,0,1,0,1,1,2,NA,59,1,8,3,2,51857707,1,1,3,0,22,28,5,33,1,1,0.55,0.42857142857142855,0.4892857142857143,5
306,348,.10,100 minutes,24 days,first place,8,Emily,27,0,0,0,0,1,1,0,500,1,1,1,0,0,2,4,4,4,3,2,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,3,3,3,3,2,3,4,3,3,0,1,0,1,1,1,1,1,2,NA,63,1,4,5,2,9416222,1,1,2,1,25,29,6,24,1,1,0.625,0.2857142857142857,0.45535714285714285,7
308,340,.10,5 minutes,47 days,second,8,Emily,No dirt in a hole.,0,1,1,1,1,1,0,500,1 person,1,1,0,0,3,5,5,5,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,6,6,6,5,4,5,6,4,5,6,1,1,1,0,1,1,1,1,2,NA,40,5,8,2,3,26339617,1,1,5,1,37,53,7,13,1,1,0.925,0.7142857142857143,0.8196428571428571,8
310,570,.10,100 minutes,12 days,second,8,emily,27cubic feet,0,0,0,1,1,1,0,500,10,1%,1,1,0,3,3,3,5,2,2,3,2,3,3,3,5,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,1,1,0,1,1,0,1,1,2,NA,24,3,4,3,1,20699064,1,1,3,2,23,32,6,38,1,1,0.575,0.42857142857142855,0.5017857142857143,8
311,293,.05,5 minutes,47 days,second,8,Emily,0,1,1,1,1,1,1,1,500,10,.1,1,1,0,3,5,5,5,3,5,5,4,4,4,3,2,4,4,3,4,4,3,2,4,6,5,5,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,2,NA,52,1,5,3,2,62913984,1,1,7,2,35,50,8,41,1,1,0.875,1,0.9375,10
312,460,.90,100,20,second,8,emily,9,0,0,0,1,1,1,0,500,1,1,1,0,0,3,3,2,3,3,4,3,4,3,3,2,2,3,3,3,3,3,2,2,3,3,4,3,3,2,5,4,3,4,3,1,1,0,1,1,1,0,0,2,NA,28,1,7,2,2,17531689,1,1,3,1,25,34,5,32,1,1,0.625,0.42857142857142855,0.5267857142857143,6
313,1337,.10,100,24,second,8,emily,9,0,0,0,1,1,1,0,500,10,1 out of 1000,1,1,0,3,3,2,3,2,2,3,2,3,2,2,2,2,4,3,3,3,3,2,3,3,3,4,4,3,3,3,2,2,2,1,1,1,1,1,1,0,1,1,NA,38,1,4,6,2,92258505,1,1,3,2,20,29,7,32,1,1,0.5,0.42857142857142855,0.4642857142857143,9
314,785,$0.10,5,24,1st place,7,June,9,0,1,0,0,0,0,0,6,1,10%,0,0,0,1,4,3,5,2,5,5,1,5,5,2,1,1,3,5,4,4,5,5,5,1,1,1,1,1,1,1,4,4,3,1,1,0,0,1,1,1,0,2,NA,39,1,4,2,3,23240015,1,1,1,0,26,18,5,45,1,1,0.65,0.14285714285714285,0.39642857142857146,5
315,390,.10,100,24,first,8,June,3,0,0,0,0,1,0,0,500,10,.1,1,1,0,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,4,2,5,5,6,6,6,1,1,1,1,1,1,1,1,2,NA,20,1,5,1,4,92085871,1,1,1,2,39,49,8,12,1,1,0.975,0.14285714285714285,0.5589285714285714,10
316,426,.10,5 minutes,47,Second,8,Emily,9,0,1,1,1,1,1,0,500,10,.01,1,1,0,4,5,4,5,3,5,5,3,1,1,1,1,1,1,1,2,1,1,1,1,6,6,6,2,6,4,6,3,6,6,1,1,1,0,1,1,0,1,1,NA,40,1,5,2,4,69660420,1,1,5,2,34,51,6,13,1,1,0.85,0.7142857142857143,0.7821428571428571,8
317,310,0.10,100,24,first,8,Emily,3,0,0,0,0,1,1,0,500,10,0.1,1,1,0,4,5,5,5,4,5,5,4,1,1,1,1,1,1,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,0,1,1,1,1,1,2,NA,26,1,6,1,2,4027666,1,1,2,2,37,60,7,13,1,1,0.925,0.2857142857142857,0.6053571428571429,9
318,205,.10,5,4,1,8,emily,27,0,1,0,0,1,1,0,528,10,15,1,1,0,4,5,4,4,2,1,2,4,4,5,2,2,2,2,3,2,2,4,4,5,5,6,4,5,4,5,6,5,5,6,1,1,0,1,1,0,1,0,2,NA,42,1,6,2,2,55367139,1,1,3,2,26,51,5,37,1,1,0.65,0.42857142857142855,0.5392857142857143,7
319,1007,$0.05,5 minutes,47 days,second place,8,Emily,27 cubic feet,1,1,1,1,1,1,0,500,10,0.1%,1,1,1,2,4,4,2,4,2,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,4,2,1,1,1,1,1,1,4,1,1,1,0,1,1,1,1,2,NA,42,1,8,2,3,92615218,1,1,6,3,26,20,7,57,1,1,0.65,0.8571428571428571,0.7535714285714286,10
